feature_set,top_n,cost_bps,fold_id,n_rebalances,gross_expectancy,net_expectancy,benchmark_expectancy,alpha_gross,alpha_net,mean_turnover,ic,hit_rate
baseline_price_only,10,15.0,4,21,0.00428043853453005,0.0031376304836333393,-0.00030393047583275715,0.004584369010362806,0.0034415609594660953,0.7618720339311402,0.057161463563138865,0.5238095238095238
baseline_price_only,10,15.0,5,21,0.008054874360982737,0.006939279064213736,0.004480737036203207,0.0035741373247795286,0.00245854202801053,0.7437301978459994,0.01956922076473174,0.7142857142857143
baseline_price_only,10,15.0,6,21,0.0032264420734027773,0.002126465183707573,0.002722394815317979,0.0005040472580847986,-0.0005959296316104054,0.7333179264634693,-0.03859862246039501,0.5238095238095238
baseline_price_only,10,15.0,7,21,0.003654997467985833,0.002525996536440252,0.001020567034723144,0.0026344304332626884,0.0015054295017171084,0.7526672876970534,0.07596975747447389,0.6666666666666666
baseline_price_only,10,15.0,8,21,-0.004093974066860147,-0.005187426340675171,-0.004663991409692929,0.0005700173428327829,-0.0005234349309822421,0.7289681825433499,0.07160393760924216,0.38095238095238093
baseline_price_only,10,15.0,9,21,-0.0016511259335977618,-0.0025817548153197717,-0.0005198065564147652,-0.0011313193771829973,-0.002061948258905006,0.6204192544813393,0.04813573419860017,0.47619047619047616
baseline_price_only,10,15.0,10,21,0.001771976572216858,0.0006075277365996132,-0.0018190276205637447,0.003591004192780603,0.0024265553571633574,0.7762992237448303,0.09143602888592935,0.5714285714285714
baseline_price_only,10,15.0,11,21,0.0026676218670519092,0.0014755118334785235,0.0006997281919094859,0.001967893675142424,0.0007757836415690381,0.7947400223822575,0.08566005411324361,0.42857142857142855
baseline_price_only,10,15.0,12,21,0.009887367155503297,0.00895224941991991,0.003384075897207638,0.006503291258295664,0.005568173522712272,0.6234118237222601,0.08655700901471587,0.8095238095238095
baseline_price_only,10,15.0,13,21,0.0059616023578064085,0.004918464578371541,0.003172429641978799,0.0027891727158276085,0.0017460349363927422,0.6954251862899112,0.008658438474283173,0.6190476190476191
baseline_price_only,10,15.0,14,21,0.004288508695605592,0.0031537732142085458,0.002431370801829119,0.0018571378937764723,0.0007224024123794277,0.7564903209313634,0.04609935252612163,0.5238095238095238
baseline_price_only,10,15.0,15,21,-0.0014863104126187636,-0.0025513224757305877,-0.003549132683169119,0.0020628222705503553,0.0009978102074385314,0.7100080420745492,0.08825547959947365,0.5238095238095238
